Booking_ID,RoomType,FromDate,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price
INN20704,Neptune,13/10/2018,1,0,Not Selected,2,0,0,1,0,36,Online,0,0,102.6
INN01637,Neptune,11/11/2018,2,0,Buffet Breakfast,2,0,2,3,0,83,Online,0,0,94.36
INN02422,Neptune,23/12/2017,2,0,Buffet Breakfast,1,0,2,9,0,72,Offline,0,0,58.91
INN20230,Neptune,4/3/2018,2,0,Buffet Breakfast,0,0,1,2,0,49,Online,0,0,78.3
INN07830,Neptune,14/5/2018,2,0,Buffet Breakfast,0,0,2,1,0,80,Online,0,0,126.9
INN31918,Neptune,28/4/2018,2,0,Buffet Breakfast,0,0,1,3,0,127,Offline,0,0,90.0
INN33646,Neptune,19/9/2018,2,0,Buffet Breakfast,0,0,1,2,0,159,Offline,0,0,144.0
INN06724,Neptune,14/11/2018,2,0,Buffet Breakfast,2,0,1,3,0,85,Online,0,0,89.7
INN31005,Neptune,11/10/2018,2,0,Buffet Breakfast,0,0,0,1,0,49,Online,0,0,126.0
INN34930,Neptune,24/12/2017,2,0,Not Selected,1,0,0,1,0,2,Online,0,0,67.5
INN07185,Neptune,25/1/2018,1,0,Buffet Breakfast,0,0,1,0,0,4,Corporate,0,0,59.0
INN01308,Neptune,12/6/2018,2,0,Buffet Breakfast,1,0,1,0,0,17,Online,0,0,85.47
INN31477,Neptune,3/12/2018,2,0,Not Selected,1,0,2,1,0,76,Online,0,0,79.2
INN23751,Neptune,25/4/2018,2,0,Not Selected,2,0,1,4,0,109,Online,0,0,80.75
INN12646,Neptune,30/4/2018,1,0,Buffet Breakfast,0,0,1,1,0,60,Online,0,0,121.5
INN01206,Jupiter,14/7/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Corporate,0,0,140.0
INN04038,Neptune,4/5/2018,1,0,Buffet Breakfast,1,1,0,1,5,2,Corporate,1,1,67.0
INN07544,Mercury,1/9/2017,2,2,Buffet Breakfast,2,0,0,4,0,8,Online,0,0,159.75
INN28719,Neptune,8/5/2018,2,0,Buffet Breakfast,0,0,2,1,0,90,Offline,0,0,75.0
INN31944,Neptune,25/9/2018,2,0,Buffet Breakfast,2,0,2,1,0,34,Online,0,0,117.0
INN25372,Neptune,17/8/2018,2,1,Luxury Buffet Breakfast,2,0,0,1,0,184,Online,0,0,164.25
INN16895,Venus,7/7/2018,3,0,Buffet Breakfast,2,0,2,5,0,90,Offline,0,0,144.13
INN18720,Neptune,14/9/2018,2,0,Buffet Breakfast,1,0,0,4,0,141,Online,0,0,129.6
INN36093,Neptune,8/4/2018,2,0,Buffet Breakfast,1,0,0,1,0,13,Online,0,0,101.0
INN28880,Neptune,23/9/2018,2,0,Buffet Breakfast,2,0,0,1,0,163,Online,0,0,126.9
INN21804,Venus,24/9/2018,3,0,Buffet Breakfast,0,0,2,4,0,200,Offline,0,0,115.6
INN10797,Venus,15/7/2018,3,0,Buffet Breakfast,1,0,0,1,0,51,Online,0,0,137.7
INN16513,Neptune,31/10/2018,2,0,Buffet Breakfast,1,1,1,0,0,95,Online,0,0,99.9
INN26694,Venus,27/12/2017,2,0,Buffet Breakfast,0,0,2,3,0,94,Offline,0,0,60.0
INN14019,Neptune,14/11/2018,2,0,Buffet Breakfast,1,0,2,5,0,31,Online,0,0,64.67
INN14779,Neptune,29/12/2017,2,0,Buffet Breakfast,0,0,0,4,0,208,Online,0,0,75.44
INN11261,Venus,5/11/2017,2,0,Buffet Breakfast,0,0,1,3,0,38,Offline,0,0,60.0
INN02103,Neptune,12/10/2017,1,0,Buffet Breakfast,0,0,1,0,0,6,Corporate,0,0,65.0
INN15406,Neptune,18/3/2018,2,0,Buffet Breakfast,2,0,0,2,0,28,Offline,0,0,70.0
INN31897,Neptune,14/8/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,39,Offline,0,0,101.5
INN28978,Neptune,5/10/2017,2,0,Buffet Breakfast,1,0,1,3,0,40,Online,0,0,94.5
INN23561,Neptune,30/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,1,0,83,Offline,0,0,112.2
INN23085,Jupiter,20/7/2018,2,2,Buffet Breakfast,3,0,0,0,0,36,Online,0,0,0.0
INN12317,Neptune,2/7/2017,2,0,Buffet Breakfast,1,0,0,2,0,100,Online,0,0,76.5
INN32769,Neptune,19/11/2018,1,0,Not Selected,0,0,1,1,0,44,Online,0,0,87.2
INN18166,Neptune,27/10/2017,1,0,Buffet Breakfast,0,0,0,2,1,0,Corporate,1,0,65.0
INN04314,Neptune,5/8/2018,2,0,Buffet Breakfast,2,0,0,2,0,164,Online,0,0,105.3
INN20416,Neptune,22/8/2018,2,0,Buffet Breakfast,1,0,1,2,0,27,Online,0,0,151.0
INN16064,Jupiter,26/8/2018,2,2,Buffet Breakfast,2,0,0,2,0,155,Online,0,0,143.07
INN01400,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Online,0,0,124.0
INN19853,Neptune,12/5/2018,2,0,Buffet Breakfast,0,0,1,3,0,130,Online,0,0,104.55
INN30605,Venus,9/12/2018,2,0,Buffet Breakfast,1,0,2,2,0,52,Online,0,0,96.9
INN29179,Neptune,14/8/2018,2,0,Luxury Buffet Breakfast,0,0,2,4,0,158,Online,0,0,138.83
INN31207,Neptune,24/1/2018,2,0,Buffet Breakfast,1,0,2,3,0,50,Online,0,0,75.95
INN21673,Jupiter,21/10/2018,2,2,Buffet Breakfast,0,0,2,3,0,97,Online,0,0,185.22
INN01454,Neptune,5/2/2018,2,0,Not Selected,0,1,0,1,0,11,Online,0,0,90.0
INN12316,Neptune,19/10/2018,2,0,Not Selected,1,0,0,1,0,50,Online,0,0,108.0
INN25495,Jupiter,22/2/2018,2,0,Buffet Breakfast,0,0,2,5,0,49,Offline,1,1,91.44
INN22829,Neptune,24/9/2017,1,0,Buffet Breakfast,0,0,0,1,0,6,Offline,0,0,77.0
INN21070,Neptune,24/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,0,Online,0,0,0.0
INN09257,Neptune,23/7/2018,2,0,Buffet Breakfast,0,0,0,1,0,93,Offline,0,0,72.25
INN20059,Venus,5/3/2018,2,0,Buffet Breakfast,0,0,2,1,0,4,Online,0,0,118.0
INN24174,Neptune,3/11/2018,2,0,Buffet Breakfast,0,0,0,3,0,304,Offline,0,0,89.0
INN06161,Neptune,3/11/2018,2,0,Buffet Breakfast,0,0,0,3,0,304,Online,0,0,89.0
INN08887,Neptune,29/10/2018,2,0,Buffet Breakfast,0,0,2,1,0,23,Online,0,0,140.0
INN02367,Neptune,29/10/2018,2,0,Not Selected,2,0,2,1,0,183,Online,0,0,80.1
INN26287,Neptune,16/10/2018,2,0,Not Selected,0,0,2,0,0,0,Online,0,0,139.0
INN29654,Neptune,16/10/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,102,Offline,0,0,109.0
INN20724,Neptune,20/11/2018,1,0,Buffet Breakfast,0,0,1,0,0,45,Online,0,0,86.4
INN07150,Neptune,12/10/2017,2,0,Buffet Breakfast,0,0,1,1,0,0,Online,0,0,126.0
INN02431,Saturn,20/8/2018,2,0,Buffet Breakfast,1,0,2,3,0,304,Online,0,0,65.6
INN21409,Neptune,25/12/2017,2,0,Buffet Breakfast,0,0,2,2,0,44,Online,0,0,66.24
INN01025,Neptune,18/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,74,Offline,0,0,101.5
INN31567,Neptune,30/1/2018,1,0,Buffet Breakfast,2,0,0,1,0,5,Online,0,0,80.0
INN25098,Neptune,13/10/2018,1,0,Buffet Breakfast,0,0,0,3,0,37,Offline,0,0,95.0
INN27067,Neptune,15/6/2018,2,0,Buffet Breakfast,1,0,0,3,0,33,Online,0,0,126.9
INN34272,Neptune,4/10/2017,2,0,Buffet Breakfast,1,0,1,0,0,27,Online,0,0,80.85
INN32063,Neptune,13/3/2018,2,0,Buffet Breakfast,0,0,2,1,0,41,Corporate,0,0,85.67
INN14679,Venus,8/10/2018,2,0,Buffet Breakfast,1,0,2,1,0,35,Online,0,0,151.5
INN24994,Neptune,30/6/2018,2,0,Buffet Breakfast,0,0,0,3,0,132,Online,0,0,96.3
INN06444,Jupiter,4/8/2018,3,0,Luxury Buffet Breakfast,0,0,1,3,0,5,Online,0,0,228.8
INN12485,Venus,26/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,20,Aviation,0,0,110.0
INN06476,Neptune,21/6/2018,2,0,Buffet Breakfast,1,0,0,2,0,35,Online,0,0,113.4
INN27684,Neptune,12/8/2017,2,0,Buffet Breakfast,3,0,0,4,0,204,Online,0,0,76.5
INN27405,Neptune,27/7/2017,1,0,Buffet Breakfast,0,0,1,2,0,0,Corporate,0,0,65.0
INN09735,Neptune,10/1/2018,2,0,Buffet Breakfast,1,0,1,0,0,27,Online,0,0,89.0
INN03651,Neptune,24/8/2017,2,0,Buffet Breakfast,2,0,1,3,0,5,Online,0,0,90.0
INN35932,Venus,16/6/2018,2,0,Buffet Breakfast,0,0,2,4,0,79,Online,0,0,152.4
INN03468,Neptune,6/8/2018,2,0,Buffet Breakfast,1,0,4,6,0,187,Online,0,0,99.45
INN30609,Saturn,14/1/2018,2,0,Buffet Breakfast,1,0,0,3,0,43,Online,0,0,86.75
INN05918,Neptune,12/5/2018,1,0,Buffet Breakfast,0,0,1,3,0,120,Online,0,0,110.59
INN05629,Venus,12/10/2017,2,0,Buffet Breakfast,2,0,1,2,0,39,Online,0,0,83.16
INN03655,Neptune,19/6/2018,1,0,Buffet Breakfast,0,0,2,1,0,3,Offline,0,0,76.5
INN23427,Neptune,12/3/2018,2,0,Buffet Breakfast,0,0,2,2,0,29,Offline,0,0,68.0
INN28780,Venus,28/10/2018,2,0,Buffet Breakfast,1,0,2,2,0,179,Online,0,0,104.4
INN14572,Neptune,26/9/2017,2,0,Buffet Breakfast,0,0,2,2,0,65,Offline,0,0,129.2
INN00055,Neptune,13/6/2018,2,0,Not Selected,2,0,1,0,0,13,Online,0,0,89.0
INN24767,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0
INN09381,Venus,6/7/2018,3,0,Buffet Breakfast,2,0,0,1,0,40,Online,0,0,150.3
INN24111,Neptune,17/7/2018,2,0,Buffet Breakfast,0,0,2,1,0,160,Online,0,0,102.3
INN29404,Venus,5/10/2018,2,0,Buffet Breakfast,1,0,0,3,0,218,Online,0,0,122.4
INN32685,Neptune,25/2/2018,2,0,Buffet Breakfast,0,0,2,4,0,98,Offline,0,0,50.33
INN34613,Neptune,4/10/2017,2,0,Buffet Breakfast,0,0,2,0,0,61,Offline,0,0,91.0
INN08847,Neptune,17/6/2018,1,0,Luxury Buffet Breakfast,0,0,0,1,0,1,Offline,0,0,89.25
INN31812,Neptune,2/5/2018,1,0,Buffet Breakfast,1,0,1,1,0,82,Offline,0,0,80.0
INN11377,Neptune,17/10/2017,2,0,Buffet Breakfast,0,0,0,1,0,289,Offline,0,0,67.0
INN03792,Venus,4/8/2018,2,0,Buffet Breakfast,1,1,0,1,0,124,Online,0,0,127.8
INN12094,Neptune,22/8/2018,2,0,Buffet Breakfast,0,0,1,3,0,115,Offline,0,0,72.25
INN00472,Neptune,9/12/2017,2,0,Buffet Breakfast,1,0,0,4,0,60,Online,0,0,96.3
INN23213,Venus,8/8/2018,3,0,Buffet Breakfast,2,0,1,2,0,186,Online,0,0,137.7
INN29214,Venus,8/6/2018,3,0,Buffet Breakfast,0,0,0,4,0,41,Online,0,0,150.3
INN21904,Saturn,10/7/2018,2,0,Buffet Breakfast,1,0,2,2,0,194,Online,0,0,81.82
INN15140,Neptune,6/7/2018,2,0,Buffet Breakfast,0,0,2,4,0,165,Online,0,0,108.04
INN09113,Jupiter,30/9/2018,2,2,Buffet Breakfast,1,0,2,3,0,9,Online,0,0,245.0
INN19063,Jupiter,13/4/2018,2,2,Buffet Breakfast,1,0,0,4,0,63,Online,0,0,167.45
INN06642,Neptune,14/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,18,Online,0,0,111.0
INN06580,Neptune,28/10/2018,2,0,Buffet Breakfast,3,0,1,2,0,189,Online,0,0,96.3
INN07619,Neptune,21/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,39,Online,0,0,121.5
INN01070,Neptune,24/6/2018,2,0,Buffet Breakfast,0,0,1,2,0,121,Online,0,0,90.0
INN01413,Neptune,25/2/2018,2,0,Buffet Breakfast,1,0,0,3,0,45,Online,0,0,80.3
INN27153,Neptune,7/5/2018,2,0,Not Selected,1,0,1,1,0,72,Online,0,0,116.1
INN31719,Neptune,10/12/2018,3,0,Buffet Breakfast,0,0,1,1,0,93,Offline,0,0,92.65
INN01784,Neptune,18/9/2017,2,0,Buffet Breakfast,1,0,0,1,0,36,Offline,0,0,85.0
INN10644,Neptune,10/10/2017,2,0,Buffet Breakfast,0,0,1,1,0,174,Offline,0,0,70.0
INN23360,Venus,25/11/2018,3,0,Buffet Breakfast,0,0,0,1,0,191,Online,0,0,114.3
INN16568,Neptune,21/9/2017,1,0,Buffet Breakfast,0,0,1,1,0,60,Online,0,0,0.0
INN23293,Neptune,13/10/2018,1,0,Buffet Breakfast,0,0,0,1,0,2,Offline,0,0,109.65
INN06752,Neptune,29/6/2018,2,1,Buffet Breakfast,1,0,0,2,0,45,Online,0,0,134.1
INN14488,Neptune,5/7/2018,2,1,Buffet Breakfast,0,0,0,1,0,47,Online,0,0,134.1
INN08475,Neptune,23/11/2018,2,0,Buffet Breakfast,2,0,0,3,0,308,Online,0,0,78.3
INN07030,Jupiter,24/12/2018,3,0,Buffet Breakfast,1,0,2,2,0,3,Online,0,0,110.5
INN00181,Neptune,9/9/2017,2,0,Buffet Breakfast,1,0,0,3,0,11,Online,0,0,80.85
INN30773,Venus,10/11/2018,2,0,Buffet Breakfast,2,1,1,3,0,25,Online,0,0,126.48
INN31659,Neptune,8/12/2018,2,0,Buffet Breakfast,0,0,0,0,0,36,Online,0,0,0.0
INN22921,Neptune,4/6/2018,1,0,Buffet Breakfast,2,0,1,1,0,73,Online,0,0,117.0
INN05645,Neptune,20/4/2018,2,0,Buffet Breakfast,2,0,0,4,0,270,Offline,0,0,80.0
INN14946,Saturn,26/12/2017,2,1,Buffet Breakfast,1,0,2,1,0,11,Online,0,0,92.58
INN29295,Venus,24/8/2018,2,1,Buffet Breakfast,3,1,0,2,0,12,Online,0,0,164.0
INN32806,Neptune,8/8/2018,2,0,Buffet Breakfast,0,0,1,5,0,156,Offline,0,0,72.25
INN20141,Venus,18/6/2018,2,0,Buffet Breakfast,1,0,2,2,0,55,Online,0,0,126.9
INN04616,Neptune,12/12/2017,2,0,Buffet Breakfast,2,0,2,1,0,100,Online,0,0,72.25
INN31433,Neptune,9/3/2018,2,0,Buffet Breakfast,0,0,0,3,0,35,Offline,0,0,38.67
INN24262,Neptune,28/2/2018,1,0,Buffet Breakfast,0,0,2,1,0,1,Offline,0,0,60.0
INN15716,Neptune,6/10/2018,2,0,Buffet Breakfast,1,0,1,3,0,85,Offline,0,0,85.0
INN07017,Neptune,4/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,63,Offline,0,0,116.0
INN04138,Neptune,4/3/2018,2,0,Not Selected,1,0,1,2,0,62,Online,0,0,69.5
INN19949,Venus,25/12/2018,3,0,Buffet Breakfast,1,0,3,5,0,282,Online,0,0,109.23
INN27353,Venus,2/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,23,Online,0,0,142.0
INN29758,Neptune,26/9/2018,2,0,Buffet Breakfast,1,0,1,1,0,22,Online,0,0,139.0
INN18165,Neptune,12/6/2018,1,0,Buffet Breakfast,0,0,2,4,0,69,Offline,0,0,120.0
INN32110,Neptune,17/9/2017,2,0,Buffet Breakfast,2,0,0,2,0,17,Online,0,0,124.0
INN05965,Neptune,13/10/2018,1,0,Buffet Breakfast,0,0,0,3,0,37,Offline,0,0,95.0
INN24389,Neptune,9/10/2018,2,0,Not Selected,3,0,2,1,0,98,Online,0,0,108.0
INN33113,Neptune,5/8/2018,2,0,Buffet Breakfast,1,0,2,2,0,177,Offline,0,0,72.25
INN16534,Jupiter,15/10/2018,2,2,Buffet Breakfast,0,0,2,4,0,116,Online,0,0,190.8
INN11183,Neptune,19/2/2018,2,0,Buffet Breakfast,0,0,0,1,0,99,Corporate,0,0,90.0
INN26798,Neptune,5/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Corporate,0,0,111.2
INN18542,Neptune,7/4/2018,1,0,Buffet Breakfast,0,0,0,1,0,7,Corporate,0,0,91.0
INN09624,Neptune,1/3/2018,1,0,Not Selected,1,0,0,2,0,0,Online,0,0,89.0
INN31441,Neptune,19/9/2018,1,0,Buffet Breakfast,0,0,1,2,0,280,Offline,0,0,100.0
INN04931,Neptune,5/2/2018,2,0,Buffet Breakfast,1,0,1,2,0,55,Online,0,0,59.28
INN07849,Saturn,4/3/2018,2,0,Buffet Breakfast,0,0,0,2,0,38,Offline,0,0,73.1
INN04572,Neptune,23/12/2017,1,0,Not Selected,0,0,2,5,0,7,Online,0,0,59.14
INN05337,Neptune,16/12/2018,2,0,Not Selected,3,0,1,2,0,40,Online,0,0,88.0
INN32531,Venus,3/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,54,Online,0,0,149.4
INN11523,Neptune,19/8/2017,2,0,Buffet Breakfast,2,0,0,2,0,4,Online,0,0,106.0
INN24911,Neptune,26/6/2018,2,0,Buffet Breakfast,1,0,2,2,0,75,Online,0,0,77.03
INN03344,Neptune,8/6/2018,2,0,Buffet Breakfast,1,0,0,2,0,12,Online,0,0,121.0
INN22484,Neptune,10/2/2018,2,0,Buffet Breakfast,0,0,0,2,1,0,Corporate,1,0,75.0
INN02742,Neptune,22/9/2017,2,0,Buffet Breakfast,1,0,0,4,0,28,Online,0,0,103.87
INN17881,Neptune,7/9/2017,2,2,Buffet Breakfast,0,0,1,2,0,24,Offline,0,0,99.5
INN22770,Venus,21/10/2018,2,0,Buffet Breakfast,1,0,1,2,0,103,Online,0,0,132.3
INN18867,Neptune,30/9/2017,1,0,Buffet Breakfast,0,0,0,1,1,1,Corporate,1,0,65.0
INN26031,Neptune,22/7/2018,2,0,Buffet Breakfast,0,0,2,3,0,205,Online,0,0,90.95
INN23571,Venus,6/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,87,Online,0,0,132.3
INN23924,Neptune,15/9/2018,1,0,Buffet Breakfast,2,0,0,1,0,4,Online,0,0,159.0
INN30514,Neptune,8/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,26,Offline,0,0,120.0
INN19438,Jupiter,27/4/2018,2,2,Buffet Breakfast,0,0,0,3,0,67,Online,0,0,185.1
INN16403,Neptune,18/4/2018,2,0,Not Selected,1,0,1,3,0,104,Online,0,0,72.25
INN00381,Venus,13/9/2018,2,0,Buffet Breakfast,1,0,4,11,0,237,Online,0,0,116.62
INN03336,Neptune,14/8/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,39,Offline,0,0,109.0
INN27954,Neptune,26/2/2018,2,0,Not Selected,0,0,0,1,0,1,Online,0,0,81.0
INN23181,Neptune,15/8/2017,2,0,Luxury Buffet Breakfast,0,0,2,1,0,131,Offline,0,0,94.5
INN21186,Neptune,20/4/2018,2,0,Buffet Breakfast,0,0,0,4,0,270,Offline,0,0,80.0
INN12292,Neptune,26/2/2018,1,0,Buffet Breakfast,1,0,0,1,0,16,Corporate,0,0,31.0
INN01772,Neptune,18/9/2018,2,0,Buffet Breakfast,0,0,2,0,0,74,Offline,0,0,102.68
INN06639,Neptune,12/10/2018,2,1,Buffet Breakfast,1,0,1,4,0,73,Online,0,0,135.0
INN28294,Neptune,30/7/2018,2,0,Luxury Buffet Breakfast,1,0,1,1,0,301,Offline,0,0,115.0
INN21571,Neptune,26/12/2017,2,0,Buffet Breakfast,1,0,2,2,0,8,Offline,0,0,52.0
INN15630,Neptune,1/4/2018,2,0,Buffet Breakfast,0,0,2,2,0,6,Offline,0,0,95.0
INN17820,Venus,20/3/2018,3,0,Buffet Breakfast,3,1,2,3,0,56,Online,0,0,133.1
INN27759,Neptune,17/7/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,273,Offline,0,0,109.0
INN10951,Neptune,23/7/2018,1,0,Buffet Breakfast,0,0,2,5,0,102,Online,0,0,99.9
INN31447,Neptune,17/6/2018,2,0,Not Selected,0,0,0,2,0,18,Online,0,0,129.0
INN34285,Neptune,20/7/2018,2,1,Buffet Breakfast,2,0,0,1,0,1,Online,0,0,111.0
INN27402,Neptune,2/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,11,Online,0,0,111.35
INN19018,Neptune,3/8/2018,2,0,Buffet Breakfast,0,0,2,4,0,198,Offline,0,0,72.25
INN01208,Venus,27/9/2018,2,0,Buffet Breakfast,1,1,0,2,0,42,Online,0,0,158.4
INN05644,Saturn,13/8/2018,2,0,Buffet Breakfast,1,0,0,1,0,93,Online,0,0,109.83
INN12269,Neptune,15/10/2018,1,0,Buffet Breakfast,0,0,0,1,0,163,Offline,0,0,115.0
INN14103,Neptune,21/8/2017,2,0,Buffet Breakfast,0,0,0,1,0,22,Offline,0,0,75.0
INN35481,Venus,9/10/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,80,Offline,0,0,108.0
INN08631,Venus,24/1/2018,2,0,Buffet Breakfast,0,1,1,0,0,0,Online,0,0,116.0
INN07939,Neptune,30/3/2018,2,1,Buffet Breakfast,1,0,0,3,0,17,Online,0,0,159.0
INN27638,Venus,2/5/2018,2,0,Buffet Breakfast,1,0,1,3,0,105,Online,0,0,110.08
INN10896,Neptune,1/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,290,Online,0,0,73.95
INN11621,Neptune,9/11/2017,1,0,Buffet Breakfast,0,0,1,0,0,0,Corporate,0,0,65.0
INN30373,Venus,4/8/2018,3,0,Buffet Breakfast,0,1,0,2,0,144,Online,0,0,146.7
INN25997,Jupiter,27/12/2018,3,0,Buffet Breakfast,0,0,1,5,0,15,Offline,0,0,140.0
INN00734,Venus,18/9/2018,2,0,Buffet Breakfast,0,0,2,2,0,47,Online,0,0,119.52
INN29017,Venus,23/4/2018,2,0,Buffet Breakfast,1,0,1,1,0,42,Online,0,0,118.8
INN11877,Saturn,11/8/2018,2,0,Buffet Breakfast,0,0,0,2,0,233,Online,0,0,86.62
INN28540,Neptune,7/5/2018,2,0,Not Selected,0,0,2,4,0,48,Online,0,0,109.65
INN23227,Neptune,30/6/2018,1,0,Buffet Breakfast,0,0,0,1,0,71,Online,0,0,112.5
INN15568,Venus,7/10/2018,2,0,Buffet Breakfast,1,0,0,2,0,35,Online,0,0,157.5
INN23501,Neptune,15/9/2018,2,0,Buffet Breakfast,0,0,0,2,0,317,Offline,0,0,120.0
INN28445,Neptune,11/3/2018,2,0,Buffet Breakfast,0,0,0,1,0,16,Corporate,0,0,75.0
INN32705,Neptune,17/12/2017,1,0,Buffet Breakfast,1,0,0,0,0,83,Complementary,0,0,0.0
INN04519,Saturn,23/2/2018,2,0,Buffet Breakfast,0,0,0,5,0,44,Online,0,0,75.43
INN30807,Neptune,31/10/2018,2,1,Buffet Breakfast,2,0,1,0,0,154,Online,0,0,78.99
INN12797,Neptune,26/8/2018,2,0,Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,72.25
INN03744,Venus,5/9/2018,3,0,Buffet Breakfast,0,0,1,4,0,99,Online,0,0,168.3
INN32455,Neptune,2/3/2018,1,0,Buffet Breakfast,0,0,0,2,0,8,Offline,0,0,56.0
INN13397,Neptune,22/2/2018,1,0,Buffet Breakfast,0,0,1,0,0,17,Online,0,0,85.0
INN03767,Venus,5/4/2018,3,0,Luxury Buffet Breakfast,2,0,0,3,0,58,Online,0,0,189.0
INN18633,Neptune,22/6/2018,1,0,Buffet Breakfast,0,0,0,3,0,1,Aviation,0,0,95.0
INN29771,Neptune,13/4/2018,2,0,Buffet Breakfast,0,0,0,3,0,32,Online,0,0,108.3
INN18680,Venus,29/4/2018,3,0,Buffet Breakfast,0,0,1,2,0,27,Online,0,0,177.0
INN33421,Venus,20/9/2018,3,0,Buffet Breakfast,0,0,0,3,0,55,Online,0,0,168.3
INN29512,Neptune,4/12/2017,2,0,Buffet Breakfast,0,0,2,2,0,134,Offline,0,0,65.0
INN08938,Neptune,1/1/2018,2,0,Not Selected,0,0,2,3,0,39,Online,0,0,60.97
INN24114,Neptune,12/6/2018,1,0,Buffet Breakfast,0,0,2,4,0,69,Offline,0,0,120.0
INN11983,Jupiter,14/10/2018,1,2,Buffet Breakfast,1,0,1,2,0,108,Online,0,0,190.8
INN10504,Neptune,1/2/2018,1,0,Buffet Breakfast,0,0,1,2,9,3,Corporate,1,0,67.0
INN21405,Jupiter,16/8/2018,2,1,Buffet Breakfast,0,0,0,2,0,155,Online,0,0,186.3
INN14891,Venus,18/5/2018,1,0,Buffet Breakfast,1,0,0,1,0,23,Online,0,0,120.12
INN08317,Neptune,20/9/2018,1,0,Buffet Breakfast,1,0,0,1,0,1,Online,0,0,169.0
INN07586,Neptune,31/5/2018,2,0,Not Selected,1,0,0,2,0,11,Online,0,0,119.0
INN20207,Neptune,30/12/2017,2,0,Buffet Breakfast,1,0,0,3,0,86,Online,0,0,81.86
INN27012,Neptune,19/9/2018,1,0,Buffet Breakfast,0,0,1,0,0,3,Corporate,0,0,139.13
INN35182,Neptune,20/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,69.99
INN13467,Neptune,31/12/2018,2,0,Not Selected,1,0,1,1,0,18,Online,0,0,129.0
INN29024,Neptune,19/9/2018,2,0,Buffet Breakfast,0,0,1,2,0,159,Offline,0,0,144.0
INN33603,Neptune,27/12/2017,2,0,Buffet Breakfast,1,0,2,3,0,38,Online,0,0,119.0
INN31905,Neptune,17/6/2018,2,0,Buffet Breakfast,1,0,1,2,0,290,Offline,0,0,72.0
INN08394,Venus,28/7/2018,3,0,Buffet Breakfast,1,0,0,2,0,172,Online,0,0,137.7
INN10629,Venus,31/7/2018,2,0,Buffet Breakfast,0,0,2,2,0,139,Online,0,0,114.33
INN20452,Neptune,21/12/2018,1,0,Buffet Breakfast,1,0,1,4,0,38,Online,0,0,120.7
INN02253,Neptune,6/6/2018,2,0,Luxury Buffet Breakfast,1,0,1,1,0,247,Online,0,0,115.0
INN28839,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,115.0
INN29322,Venus,23/6/2018,3,0,Buffet Breakfast,3,0,0,1,0,9,Online,0,0,127.0
INN22673,Neptune,20/6/2018,2,0,Buffet Breakfast,0,0,1,2,0,193,Offline,0,0,120.0
INN23992,Neptune,28/12/2017,2,0,Buffet Breakfast,2,0,1,1,0,21,Online,0,0,107.0
INN31265,Venus,31/10/2017,2,0,Buffet Breakfast,1,0,2,2,0,12,Online,0,0,103.84
INN12770,Neptune,5/10/2017,1,0,Buffet Breakfast,0,0,1,0,1,5,Corporate,1,0,65.0
INN09814,Neptune,15/10/2018,1,0,Buffet Breakfast,0,0,2,1,0,93,Offline,0,0,115.0
INN04347,Neptune,16/11/2018,2,0,Not Selected,2,0,0,4,0,11,Online,0,0,80.75
INN22329,Neptune,25/11/2018,2,0,Not Selected,0,0,0,1,0,191,Online,0,0,71.1
INN14926,Neptune,24/7/2018,2,0,Buffet Breakfast,2,0,2,4,0,150,Online,0,0,99.45
INN18011,Neptune,21/10/2018,2,0,Buffet Breakfast,0,0,0,2,0,263,Offline,0,0,110.0
INN14425,Neptune,9/8/2018,2,0,Buffet Breakfast,0,0,0,4,0,133,Online,0,0,114.3
