Booking_ID,RoomType,FromDate,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price,Booking Status
INN27790,Jupiter,18/6/2018,2,2,Buffet Breakfast,3,0,2,1,0,30,Online,0,0,198.9,Arrived
INN29034,Neptune,17/7/2018,2,0,Buffet Breakfast,0,0,2,1,0,132,Offline,0,0,72.25,Arrived
INN30158,Neptune,5/10/2017,2,0,Buffet Breakfast,2,0,1,2,0,40,Online,0,0,94.5,Arrived
INN31381,Neptune,28/6/2018,2,0,Buffet Breakfast,1,0,0,4,0,171,Online,0,0,90.95,Arrived
INN28668,Neptune,21/11/2018,1,0,Buffet Breakfast,1,0,1,1,0,59,Online,0,0,67.91,Canceled
INN06303,Neptune,1/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,290,Online,0,0,73.95,Canceled
INN03146,Neptune,16/10/2018,2,0,Buffet Breakfast,0,0,2,2,0,54,Online,0,0,72.0,Canceled
INN08937,Jupiter,6/7/2018,1,0,Buffet Breakfast,0,0,0,1,0,12,Corporate,0,0,125.0,Arrived
INN08848,Neptune,10/11/2018,2,0,Buffet Breakfast,0,0,0,2,0,7,Complementary,0,0,0.0,Arrived
INN14390,Neptune,20/9/2018,2,0,Buffet Breakfast,1,1,0,1,0,15,Online,0,0,148.0,Arrived
INN09337,Neptune,7/12/2018,2,0,Buffet Breakfast,0,0,0,3,0,56,Online,0,0,93.6,Canceled
INN35111,Neptune,12/2/2018,2,0,Buffet Breakfast,0,0,1,2,0,42,Online,0,0,71.6,Arrived
INN11099,Neptune,5/9/2018,1,0,Buffet Breakfast,0,0,1,3,0,81,Offline,0,0,85.0,Arrived
INN01174,Neptune,2/6/2018,2,0,Buffet Breakfast,1,0,0,3,0,112,Online,0,0,120.0,Canceled
INN13093,Venus,29/1/2018,2,0,Buffet Breakfast,1,0,2,2,0,55,Online,0,0,84.45,Arrived
INN28413,Neptune,30/8/2018,2,0,Buffet Breakfast,0,0,0,4,0,76,Offline,0,0,89.75,Arrived
INN11153,Neptune,14/9/2018,2,0,Buffet Breakfast,1,0,0,4,0,224,Online,0,0,119.85,Canceled
INN36248,Neptune,18/11/2018,2,0,Not Selected,1,0,0,2,0,23,Online,0,0,91.5,Canceled
INN34986,Venus,8/8/2018,3,0,Buffet Breakfast,2,0,3,5,0,82,Online,0,0,150.3,Canceled
INN16993,Neptune,22/4/2018,2,0,Luxury Buffet Breakfast,0,0,2,2,0,169,Offline,0,0,106.0,Canceled
INN19542,Venus,25/8/2018,1,2,Luxury Buffet Breakfast,2,0,2,3,0,9,Online,0,0,176.42,Arrived
INN03615,Neptune,21/3/2018,1,0,Buffet Breakfast,1,0,1,0,13,0,Corporate,1,0,65.0,Arrived
INN36085,Neptune,2/4/2018,2,0,Not Selected,1,0,2,4,0,91,Online,0,0,81.25,Canceled
INN04086,Neptune,6/6/2018,2,0,Luxury Buffet Breakfast,1,0,1,1,0,247,Online,0,0,115.0,Canceled
INN19837,Neptune,29/1/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,11,Online,0,0,87.0,Arrived
INN27796,Neptune,24/3/2018,2,0,Buffet Breakfast,1,0,0,2,0,4,Online,0,0,146.0,Arrived
INN06257,Neptune,12/8/2018,2,0,Buffet Breakfast,0,0,1,2,0,9,Online,0,0,154.33,Arrived
INN23236,Venus,25/7/2018,3,0,Buffet Breakfast,0,0,1,3,0,63,Online,0,0,137.7,Canceled
INN25951,Venus,17/11/2018,2,0,Buffet Breakfast,2,0,1,3,0,22,Online,0,0,96.9,Arrived
INN06108,Neptune,18/6/2018,2,0,Not Selected,2,0,2,1,0,0,Online,0,0,129.0,Arrived
INN20181,Neptune,4/10/2017,2,0,Buffet Breakfast,0,0,2,0,0,61,Offline,0,0,91.0,Arrived
INN15981,Venus,15/8/2018,2,0,Buffet Breakfast,1,0,1,2,0,6,Online,0,0,180.67,Arrived
INN03367,Neptune,12/9/2018,1,0,Buffet Breakfast,1,0,1,0,0,4,Online,0,0,110.11,Arrived
INN08221,Neptune,26/10/2017,2,0,Buffet Breakfast,1,0,1,2,0,53,Online,0,0,94.5,Arrived
INN21984,Saturn,7/8/2018,2,0,Buffet Breakfast,1,0,2,2,0,256,Online,0,0,96.25,Arrived
INN14536,Neptune,5/2/2018,2,0,Buffet Breakfast,1,1,0,1,0,31,Online,0,0,89.3,Arrived
INN30493,Neptune,3/11/2018,2,0,Buffet Breakfast,0,0,0,2,0,44,Online,0,0,77.76,Arrived
INN15226,Neptune,10/4/2018,2,0,Not Selected,1,0,2,0,0,81,Online,0,0,85.5,Arrived
INN06866,Neptune,20/3/2018,2,0,Not Selected,1,0,2,3,0,90,Online,0,0,51.71,Arrived
INN27254,Neptune,13/5/2018,2,0,Buffet Breakfast,0,0,1,2,0,273,Offline,0,0,95.0,Canceled
INN25982,Neptune,15/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,188,Offline,0,0,130.0,Canceled
INN13269,Neptune,30/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,1,0,2,Offline,0,0,112.2,Arrived
INN26773,Neptune,23/11/2017,2,0,Buffet Breakfast,2,0,1,2,0,89,Online,0,0,72.25,Arrived
INN33462,Neptune,2/6/2018,2,0,Buffet Breakfast,0,0,0,2,0,30,Offline,0,0,140.0,Arrived
INN13240,Neptune,15/9/2017,1,0,Buffet Breakfast,1,0,0,3,0,14,Online,0,0,114.0,Arrived
INN17419,Neptune,24/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,1,0,86,Offline,0,0,120.0,Arrived
INN16226,Venus,27/9/2018,2,0,Buffet Breakfast,1,0,0,2,0,32,Online,0,0,154.0,Canceled
INN03463,Neptune,20/9/2017,1,0,Buffet Breakfast,1,0,2,1,5,0,Complementary,1,0,0.0,Arrived
INN17381,Neptune,9/10/2018,2,0,Not Selected,1,0,1,0,0,104,Online,0,0,108.0,Canceled
INN24479,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0,Arrived
INN29105,Neptune,20/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,250,Online,0,0,96.3,Canceled
INN18869,Neptune,12/5/2018,2,0,Buffet Breakfast,1,0,1,3,0,196,Offline,0,0,80.75,Arrived
INN36070,Neptune,25/12/2018,2,0,Not Selected,0,0,2,5,0,224,Online,0,0,68.61,Canceled
INN22324,Neptune,5/10/2018,2,0,Buffet Breakfast,0,0,1,4,0,275,Offline,0,0,90.0,Canceled
INN29740,Neptune,1/9/2017,2,0,Not Selected,1,0,0,2,0,4,Online,0,0,96.0,Arrived
INN03397,Neptune,2/4/2018,2,0,Buffet Breakfast,1,0,2,3,0,68,Online,0,0,89.93,Arrived
INN18584,Neptune,26/8/2018,2,0,Buffet Breakfast,0,0,2,2,0,148,Online,0,0,96.3,Canceled
INN03926,Venus,7/12/2018,2,0,Buffet Breakfast,2,0,0,1,0,62,Online,0,0,102.6,Arrived
INN19550,Neptune,24/2/2018,1,0,Buffet Breakfast,0,0,0,4,0,5,Corporate,0,0,80.0,Arrived
INN09548,Neptune,15/9/2018,2,0,Buffet Breakfast,0,0,0,2,0,317,Offline,0,0,120.0,Canceled
INN31234,Neptune,12/10/2017,2,0,Luxury Buffet Breakfast,0,0,1,2,0,105,Offline,0,0,110.0,Canceled
INN03784,Venus,18/3/2018,2,0,Buffet Breakfast,0,0,0,2,0,92,Online,0,0,87.3,Arrived
INN35251,Neptune,30/3/2018,2,0,Buffet Breakfast,0,0,1,4,0,165,Online,0,0,94.18,Canceled
INN06091,Neptune,5/12/2018,1,0,Buffet Breakfast,0,0,1,0,0,13,Online,0,0,96.0,Arrived
INN04316,Neptune,25/11/2018,2,0,Buffet Breakfast,1,0,0,1,0,55,Online,0,0,93.6,Arrived
INN19651,Venus,1/10/2018,2,0,Buffet Breakfast,0,0,2,5,0,157,Online,0,0,132.3,Canceled
INN11581,Neptune,14/12/2018,2,0,Buffet Breakfast,1,0,2,5,0,37,Online,0,0,96.1,Arrived
INN23076,Neptune,5/4/2018,2,0,Buffet Breakfast,1,0,0,4,0,100,Online,0,0,84.58,Arrived
INN27093,Neptune,10/2/2018,2,0,Buffet Breakfast,1,0,0,3,0,33,Online,0,0,84.57,Arrived
INN21384,Neptune,25/3/2018,2,1,Buffet Breakfast,0,0,1,2,0,16,Online,0,0,165.67,Canceled
INN22068,Neptune,31/12/2018,2,0,Buffet Breakfast,0,0,2,2,0,103,Offline,0,0,125.0,Arrived
INN32540,Neptune,9/4/2018,2,0,Not Selected,1,0,2,2,0,87,Online,0,0,80.75,Arrived
INN30648,Neptune,26/6/2018,2,0,Buffet Breakfast,0,0,2,1,0,87,Offline,0,0,77.29,Arrived
INN21125,Saturn,7/1/2018,0,2,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,6.0,Arrived
INN10957,Neptune,25/10/2018,2,0,Buffet Breakfast,1,0,0,3,0,32,Offline,0,0,85.0,Arrived
INN23011,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0,Arrived
INN32223,Neptune,19/12/2018,1,0,Buffet Breakfast,1,0,1,0,5,3,Corporate,1,0,65.0,Arrived
INN08900,Neptune,13/5/2018,2,0,Buffet Breakfast,0,0,2,3,0,276,Offline,0,0,61.0,Canceled
INN10354,Neptune,2/10/2017,2,0,Buffet Breakfast,1,0,0,2,0,17,Online,0,0,89.71,Arrived
INN13140,Neptune,8/9/2018,2,0,Buffet Breakfast,1,0,0,3,0,183,Offline,0,0,110.0,Canceled
INN06961,Neptune,31/7/2018,2,0,Buffet Breakfast,2,0,2,0,0,210,Online,0,0,96.3,Canceled
INN16237,Neptune,31/10/2018,2,0,Not Selected,0,0,1,0,0,1,Online,0,0,140.0,Arrived
INN22276,Neptune,30/11/2018,2,0,Not Selected,1,0,2,4,0,43,Online,0,0,94.8,Arrived
INN08578,Neptune,29/10/2018,2,0,Buffet Breakfast,1,0,2,1,0,7,Online,0,0,146.67,Arrived
INN05353,Jupiter,20/8/2018,2,2,Buffet Breakfast,2,0,1,1,0,42,Online,0,0,216.9,Arrived
INN28525,Neptune,5/8/2017,2,0,Buffet Breakfast,0,0,0,3,0,12,Corporate,0,0,65.0,Arrived
INN17303,Venus,28/10/2018,2,0,Buffet Breakfast,0,0,0,2,0,30,Online,0,0,144.0,Arrived
INN05795,Neptune,30/4/2018,2,0,Buffet Breakfast,0,0,1,1,0,61,Online,0,0,97.71,Arrived
INN05051,Neptune,14/10/2018,1,0,Buffet Breakfast,0,0,2,2,0,162,Online,0,0,115.0,Canceled
INN28522,Venus,22/5/2018,3,0,Buffet Breakfast,2,0,2,2,0,117,Online,0,0,150.45,Arrived
INN09421,Neptune,13/9/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,346,Offline,0,0,115.0,Canceled
INN01953,Neptune,10/6/2018,1,0,Buffet Breakfast,0,0,0,1,0,3,Offline,0,0,120.0,Arrived
INN35781,Neptune,27/11/2018,3,0,Buffet Breakfast,1,0,2,5,0,66,Offline,0,0,105.0,Arrived
INN10410,Neptune,11/3/2018,2,0,Not Selected,1,0,0,2,0,68,Online,0,0,67.5,Arrived
INN11144,Neptune,15/9/2017,2,0,Buffet Breakfast,1,1,0,1,0,61,Online,0,0,98.25,Arrived
INN16643,Venus,3/2/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,0.0,Arrived
INN30757,Venus,19/8/2018,3,0,Buffet Breakfast,1,0,2,2,0,194,Online,0,0,132.18,Canceled
INN28658,Neptune,18/8/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,320,Offline,0,0,115.0,Canceled
INN13284,Neptune,24/3/2018,2,0,Buffet Breakfast,1,1,0,3,0,37,Online,0,0,126.6,Arrived
INN02180,Venus,27/7/2018,2,0,Buffet Breakfast,1,0,0,3,0,106,Offline,0,0,82.45,Arrived
INN16709,Neptune,5/6/2018,2,0,Buffet Breakfast,1,0,2,2,0,138,Online,0,0,110.08,Arrived
INN09878,Neptune,1/11/2018,1,0,Buffet Breakfast,0,0,0,3,0,166,Offline,0,0,110.0,Canceled
INN26337,Jupiter,20/7/2018,2,1,Buffet Breakfast,2,0,0,1,0,1,Online,0,0,191.0,Arrived
INN04661,Neptune,10/10/2017,2,0,Buffet Breakfast,0,0,1,1,0,174,Online,0,0,70.0,Canceled
INN06260,Jupiter,17/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,37,Offline,0,0,134.1,Arrived
INN17161,Neptune,5/11/2018,2,0,Not Selected,1,0,1,1,0,97,Online,0,0,79.2,Canceled
INN22094,Jupiter,27/6/2018,2,2,Buffet Breakfast,2,0,1,2,0,40,Online,0,0,183.9,Arrived
INN28414,Venus,2/12/2018,2,0,Buffet Breakfast,2,0,0,2,0,3,Online,0,0,117.5,Arrived
INN05908,Neptune,20/8/2018,2,0,Not Selected,1,0,0,1,0,3,Online,0,0,128.0,Arrived
INN22476,Neptune,13/5/2018,2,0,Buffet Breakfast,0,0,1,2,0,309,Offline,0,0,65.0,Arrived
INN08775,Neptune,26/5/2018,2,0,Buffet Breakfast,0,0,1,3,0,1,Online,0,0,136.18,Arrived
INN31020,Neptune,19/2/2018,2,0,Buffet Breakfast,0,0,4,9,0,34,Online,0,0,84.69,Canceled
INN32406,Neptune,6/7/2018,1,0,Buffet Breakfast,0,0,2,4,0,245,Offline,0,0,110.0,Canceled
INN29216,Neptune,30/10/2018,2,0,Buffet Breakfast,0,0,2,5,0,47,Offline,0,0,75.0,Arrived
INN24397,Neptune,1/4/2018,2,0,Buffet Breakfast,1,0,1,2,0,66,Online,0,0,92.7,Arrived
INN28896,Neptune,30/7/2017,1,0,Buffet Breakfast,1,0,0,1,0,1,Complementary,0,0,0.0,Arrived
INN06740,Neptune,2/12/2018,2,0,Not Selected,1,0,0,2,0,80,Online,0,0,88.0,Arrived
INN12088,Neptune,28/10/2018,2,0,Not Selected,2,0,0,1,0,26,Online,0,0,110.0,Arrived
INN04042,Jupiter,19/5/2018,2,0,Buffet Breakfast,0,0,0,1,0,25,Online,0,0,221.0,Canceled
INN25769,Neptune,22/10/2017,2,0,Buffet Breakfast,1,0,1,3,0,10,Online,0,0,130.75,Arrived
INN34081,Neptune,19/7/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Complementary,0,0,0.0,Arrived
INN14906,Neptune,23/4/2018,2,0,Buffet Breakfast,2,0,1,1,0,1,Online,0,0,116.0,Arrived
INN34059,Venus,23/6/2018,2,0,Buffet Breakfast,1,0,0,1,0,3,Online,0,0,124.0,Arrived
INN20670,Neptune,11/11/2018,2,0,Buffet Breakfast,1,0,1,2,0,54,Online,0,0,96.0,Arrived
INN35221,Venus,27/12/2018,3,0,Buffet Breakfast,0,0,0,3,0,125,Online,0,0,138.3,Canceled
INN21020,Neptune,11/7/2017,1,0,Luxury Buffet Breakfast,0,0,2,1,0,3,Offline,0,0,72.5,Arrived
INN21050,Neptune,12/9/2018,2,0,Not Selected,2,0,1,0,0,21,Online,0,0,89.0,Arrived
INN13421,Venus,26/12/2018,2,0,Buffet Breakfast,1,0,1,0,0,0,Online,0,0,83.16,Arrived
INN22759,Saturn,28/6/2018,2,0,Not Selected,1,0,0,4,0,117,Online,0,0,97.75,Arrived
INN23361,Venus,29/1/2018,2,0,Buffet Breakfast,0,0,0,2,0,20,Online,0,0,77.6,Arrived
INN19131,Neptune,22/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,69,Offline,0,0,106.0,Arrived
INN12078,Neptune,18/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,74,Offline,0,0,109.0,Arrived
INN04948,Neptune,20/7/2018,2,0,Buffet Breakfast,1,0,4,10,0,171,Online,0,0,104.39,Canceled
INN01172,Neptune,11/8/2017,2,0,Buffet Breakfast,0,0,0,4,0,89,Online,0,0,76.5,Canceled
INN04791,Neptune,23/2/2018,2,0,Buffet Breakfast,1,1,0,2,0,48,Online,0,0,89.3,Arrived
INN12964,Neptune,1/9/2018,2,0,Buffet Breakfast,1,0,1,3,0,217,Offline,0,0,80.75,Arrived
INN18040,Neptune,6/7/2018,2,0,Not Selected,1,0,0,4,0,167,Online,0,0,80.75,Arrived
INN09996,Neptune,3/4/2018,2,0,Buffet Breakfast,1,0,2,1,0,55,Offline,0,0,75.0,Arrived
INN21293,Neptune,14/8/2018,2,0,Buffet Breakfast,0,0,2,4,0,164,Online,0,0,106.53,Canceled
INN33013,Neptune,24/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,192,Offline,0,0,95.0,Arrived
INN23429,Neptune,16/10/2017,2,0,Not Selected,1,1,1,2,0,18,Online,0,0,129.33,Arrived
INN22416,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,1,2,0,204,Online,0,0,59.07,Canceled
INN34280,Venus,14/4/2018,2,0,Buffet Breakfast,0,0,2,3,0,19,Online,0,0,131.6,Canceled
INN27939,Neptune,30/10/2017,2,0,Buffet Breakfast,0,0,2,2,0,99,Offline,0,0,65.0,Canceled
INN08653,Neptune,1/9/2018,2,0,Not Selected,1,0,0,3,0,188,Online,0,0,116.1,Canceled
INN09010,Venus,12/2/2018,2,0,Buffet Breakfast,0,0,0,2,0,7,Online,0,0,106.0,Canceled
INN09350,Saturn,28/4/2018,2,0,Buffet Breakfast,0,0,2,3,0,51,Online,0,0,116.1,Canceled
INN18484,Neptune,17/7/2018,2,0,Not Selected,0,0,2,2,0,85,Online,0,0,94.5,Canceled
INN18378,Neptune,3/9/2018,2,0,Buffet Breakfast,1,0,2,1,0,222,Online,0,0,99.6,Arrived
INN03508,Neptune,29/12/2018,2,0,Buffet Breakfast,1,0,0,3,0,16,Online,0,0,138.0,Arrived
INN09517,Neptune,19/12/2017,2,0,Buffet Breakfast,0,0,2,2,0,12,Offline,0,0,58.0,Arrived
INN19726,Neptune,9/9/2017,1,0,Buffet Breakfast,0,0,0,2,0,85,Corporate,0,0,90.0,Arrived
INN30045,Neptune,27/7/2018,2,0,Buffet Breakfast,0,0,0,3,0,52,Online,0,0,135.9,Canceled
INN11252,Neptune,3/10/2018,2,0,Buffet Breakfast,2,0,1,0,0,133,Online,0,0,118.8,Arrived
INN09889,Neptune,20/5/2018,2,0,Buffet Breakfast,0,0,2,3,0,212,Offline,0,0,78.0,Arrived
INN15970,Neptune,16/9/2018,2,0,Buffet Breakfast,0,0,1,2,0,31,Offline,0,0,75.0,Arrived
INN19313,Venus,26/10/2018,2,0,Buffet Breakfast,2,0,0,4,0,163,Online,0,0,104.4,Canceled
INN29804,Neptune,6/8/2018,2,0,Not Selected,0,0,1,1,0,196,Online,0,0,85.5,Canceled
INN23070,Neptune,24/9/2017,2,0,Buffet Breakfast,0,0,0,2,0,86,Offline,0,0,105.0,Arrived
INN35304,Saturn,1/2/2018,2,2,Buffet Breakfast,0,0,1,5,0,19,Online,0,0,79.88,Canceled
INN29560,Neptune,30/3/2018,1,0,Buffet Breakfast,0,0,0,1,0,1,Corporate,0,0,88.0,Arrived
INN05303,Venus,8/7/2018,3,0,Buffet Breakfast,0,0,0,1,0,42,Online,0,0,150.3,Canceled
INN26156,Venus,9/6/2018,3,0,Buffet Breakfast,0,0,0,2,0,130,Online,0,0,159.3,Canceled
INN28266,Neptune,23/12/2018,2,0,Buffet Breakfast,0,0,0,1,0,18,Online,0,0,104.0,Arrived
INN15288,Neptune,2/12/2018,2,0,Buffet Breakfast,0,0,0,2,0,315,Offline,0,0,52.0,Arrived
INN34256,Neptune,10/3/2018,2,0,Buffet Breakfast,1,0,0,3,0,67,Online,0,0,78.3,Arrived
INN20469,Venus,20/10/2018,3,0,Buffet Breakfast,2,0,0,2,0,185,Online,0,0,128.7,Canceled
INN15473,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,0,0,0,2,0,256,Offline,0,0,109.0,Canceled
INN01642,Neptune,9/6/2018,2,0,Buffet Breakfast,1,0,0,3,0,79,Online,0,0,126.9,Arrived
INN07332,Jupiter,30/9/2018,2,2,Buffet Breakfast,1,0,2,2,0,10,Online,0,0,254.5,Arrived
INN16900,Neptune,20/10/2017,2,0,Buffet Breakfast,0,0,0,4,0,8,Online,0,0,97.02,Arrived
INN32632,Neptune,19/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,3,Corporate,0,0,123.0,Arrived
INN23961,Venus,20/4/2018,2,0,Buffet Breakfast,1,0,0,4,0,64,Online,0,0,114.33,Canceled
INN06212,Neptune,11/3/2018,2,0,Buffet Breakfast,1,0,1,2,0,133,Offline,0,0,84.33,Arrived
INN22254,Venus,8/9/2017,2,1,Buffet Breakfast,3,0,0,2,0,8,Online,0,0,92.4,Arrived
INN06258,Neptune,18/7/2018,2,0,Buffet Breakfast,1,0,1,1,0,32,Offline,0,0,105.0,Arrived
INN00637,Neptune,1/4/2018,2,0,Buffet Breakfast,0,0,0,2,0,4,Online,0,0,111.0,Canceled
INN16496,Neptune,20/11/2017,1,0,Buffet Breakfast,0,0,0,2,0,32,Offline,0,0,73.0,Arrived
INN24478,Neptune,9/5/2018,2,0,Buffet Breakfast,0,0,1,3,0,120,Online,0,0,99.45,Canceled
INN17042,Neptune,8/10/2017,2,0,Luxury Buffet Breakfast,0,0,1,3,0,210,Offline,0,0,86.0,Canceled
INN06895,Neptune,25/7/2018,2,0,Buffet Breakfast,0,0,1,4,0,83,Online,0,0,79.56,Arrived
INN25655,Neptune,19/10/2018,1,0,Not Selected,0,0,0,4,0,2,Online,0,0,134.0,Arrived
INN21225,Neptune,30/3/2018,1,0,Buffet Breakfast,1,0,0,3,18,2,Corporate,1,0,65.0,Arrived
INN30733,Neptune,30/9/2017,2,0,Buffet Breakfast,0,0,0,2,0,27,Offline,0,0,108.0,Arrived
INN24942,Neptune,12/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,279,Offline,0,0,110.0,Canceled
INN07486,Venus,12/8/2018,3,0,Buffet Breakfast,0,0,0,2,0,140,Online,0,0,146.7,Canceled
INN01978,Neptune,6/4/2018,2,0,Luxury Buffet Breakfast,0,0,0,1,0,55,Offline,0,0,104.0,Arrived
INN34957,Neptune,20/8/2018,2,0,Buffet Breakfast,0,0,0,1,0,4,Online,0,0,121.6,Canceled
INN28511,Saturn,2/9/2018,2,0,Buffet Breakfast,0,0,2,5,0,178,Online,0,0,112.01,Canceled
INN25594,Neptune,25/7/2017,2,0,Luxury Buffet Breakfast,0,0,2,1,0,110,Offline,0,0,94.5,Canceled
INN05802,Venus,14/11/2018,2,0,Buffet Breakfast,1,0,2,5,0,29,Online,0,0,70.88,Arrived
INN33313,Neptune,7/11/2018,1,0,Buffet Breakfast,0,0,1,5,0,46,Online,0,0,124.71,Arrived
INN27965,Neptune,17/5/2018,1,0,Buffet Breakfast,1,0,0,1,0,9,Online,0,0,106.26,Arrived
INN15498,Neptune,15/9/2018,2,0,Buffet Breakfast,0,0,0,2,0,317,Offline,0,0,120.0,Canceled
INN32512,Neptune,22/4/2018,2,0,Buffet Breakfast,1,0,0,2,0,70,Online,0,0,105.3,Canceled
INN07774,Neptune,8/4/2018,2,0,Buffet Breakfast,1,0,1,2,0,141,Offline,0,0,72.25,Canceled
INN17594,Venus,16/10/2018,2,0,Buffet Breakfast,0,0,2,4,0,87,Online,0,0,132.3,Canceled
INN24288,Neptune,14/10/2018,1,0,Buffet Breakfast,0,0,0,1,0,53,Offline,0,0,120.0,Arrived
INN15995,Neptune,13/8/2018,2,0,Buffet Breakfast,0,0,1,1,0,188,Online,0,0,105.3,Canceled
INN26511,Neptune,2/12/2017,1,0,Buffet Breakfast,0,0,0,1,0,2,Corporate,0,0,65.0,Arrived
INN30011,Venus,29/3/2018,3,0,Buffet Breakfast,2,0,0,3,0,55,Online,0,0,123.3,Arrived
INN28928,Venus,8/4/2018,2,0,Buffet Breakfast,0,0,2,2,0,63,Online,0,0,112.2,Canceled
INN15130,Venus,23/1/2018,1,0,Buffet Breakfast,0,1,0,1,0,2,Complementary,0,0,0.0,Arrived
INN13154,Neptune,12/2/2018,2,0,Not Selected,0,0,0,1,0,5,Online,0,0,80.0,Arrived
INN07135,Neptune,12/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,279,Online,0,0,110.0,Canceled
INN24092,Neptune,12/2/2018,2,0,Not Selected,0,0,0,2,0,15,Online,0,0,79.0,Canceled
INN34339,Neptune,14/10/2018,1,0,Buffet Breakfast,0,0,0,1,0,53,Offline,0,0,120.0,Arrived
INN30533,Neptune,3/3/2018,2,0,Buffet Breakfast,0,0,0,3,0,84,Online,0,0,78.3,Canceled
INN18079,Neptune,15/1/2018,2,0,Buffet Breakfast,1,0,0,1,0,14,Online,0,0,71.6,Arrived
INN16167,Neptune,26/12/2018,2,0,Buffet Breakfast,1,0,1,5,0,261,Online,0,0,79.62,Canceled
INN22320,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0,Arrived
INN05806,Neptune,22/8/2017,1,0,Luxury Buffet Breakfast,0,0,2,1,0,138,Offline,0,0,72.5,Arrived
INN17671,Neptune,18/8/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,320,Offline,0,0,115.0,Canceled
INN09779,Neptune,9/9/2018,2,0,Buffet Breakfast,2,0,0,1,0,43,Online,0,0,135.9,Arrived
INN18366,Neptune,5/10/2017,2,0,Buffet Breakfast,0,0,1,1,0,28,Offline,0,0,70.0,Canceled
INN14591,Neptune,29/12/2017,2,0,Buffet Breakfast,0,0,0,5,0,140,Offline,0,0,70.0,Arrived
INN19452,Neptune,23/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,3,0,34,Offline,0,0,224.67,Canceled
INN33661,Neptune,13/11/2017,2,0,Buffet Breakfast,0,0,0,2,0,79,Offline,0,0,75.0,Arrived
INN34509,Neptune,28/2/2018,1,0,Buffet Breakfast,0,0,2,1,0,116,Offline,0,0,61.0,Canceled
INN23634,Neptune,6/12/2018,1,0,Buffet Breakfast,1,0,0,2,0,1,Online,0,0,72.38,Arrived
INN18070,Neptune,27/12/2018,2,0,Buffet Breakfast,0,0,1,5,0,32,Offline,0,0,70.0,Arrived
INN08575,Venus,5/9/2018,2,0,Buffet Breakfast,0,0,1,2,0,12,Online,0,0,154.0,Canceled
INN24875,Neptune,15/4/2018,1,0,Buffet Breakfast,0,0,2,2,0,104,Online,0,0,76.5,Canceled
INN15617,Neptune,15/7/2018,2,0,Buffet Breakfast,0,0,1,2,0,8,Online,0,0,154.33,Arrived
INN04250,Neptune,1/10/2018,2,0,Buffet Breakfast,2,0,2,1,0,179,Online,0,0,108.9,Canceled
INN21520,Neptune,20/4/2018,2,0,Buffet Breakfast,0,0,0,4,0,270,Offline,0,0,80.0,Arrived
INN24823,Neptune,12/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,279,Offline,0,0,110.0,Canceled
INN18993,Neptune,24/2/2018,2,0,Buffet Breakfast,0,0,0,4,0,29,Offline,0,0,66.0,Arrived
INN26205,Neptune,10/12/2018,2,0,Buffet Breakfast,1,0,1,1,0,5,Online,0,0,107.5,Arrived
INN22791,Saturn,18/2/2018,2,0,Buffet Breakfast,0,0,2,3,0,62,Online,0,0,65.66,Canceled
INN25568,Neptune,26/12/2018,2,0,Not Selected,0,0,3,7,0,261,Online,0,0,68.51,Canceled
INN33051,Neptune,21/6/2018,1,0,Not Selected,1,0,0,2,0,0,Online,0,0,129.0,Arrived
INN29644,Venus,18/9/2018,3,0,Buffet Breakfast,1,1,2,1,0,78,Online,0,0,177.3,Arrived
INN04585,Neptune,16/4/2018,2,0,Not Selected,1,0,2,2,0,1,Online,0,0,89.0,Arrived
